user_id,created_at,meal_type,calories,metadata,id,date_inferred,progress_log_id,protein_g,fat_g,carbs_g
d8820dfe-b678-4648-a5a0-77d942464814,2025-11-18 21:45:39.76525+00,unknown,1240,"{""macros"":{""raw_string"":""P 68g / C 136g / F 44g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Estimate for 2 Rou Jia Mo (Chinese meat burgers) based on typical ingredients and portion sizes."",""original_meals_text"":""2 rougabo from bites of xian in downtown brooklyn"",""source_log_timestamp"":""2025-11-18T21:45:39.339805+00:00"",""source_progress_log_id"":1}",1,2025-11-18,1,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-11-21 20:51:37.647605+00,unknown,520,"{""macros"":{""raw_string"":""P 35g / C 55g / F 15g (conf 0.7)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Estimates based on a standard bowl of Chinese chicken noodle soup. Actual values can vary."",""original_meals_text"":""I had a bowl of chinese chicken soup noodles with half a boiled egg and some bok choi"",""source_log_timestamp"":""2025-11-21T20:51:37.336400+00:00"",""source_progress_log_id"":3}",2,2025-11-21,3,0,0,0
8d1e4fb1-89af-4602-916d-31ae9f772c69,2025-11-21 20:55:49.367168+00,unknown,2400,"{""macros"":{""raw_string"":""P 190g / C 105g / F 136g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Assumes a typical mix of fried chicken cuts (drumsticks, thighs, breasts, wings) and common fast-food preparation."",""original_meals_text"":""10 pc fried chicken"",""source_log_timestamp"":""2025-11-21T20:55:49.088365+00:00"",""source_progress_log_id"":4}",3,2025-11-21,4,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-11-24 18:47:55.866468+00,unknown,970,"{""macros"":{""raw_string"":""P 45g / C 115g / F 50g (conf 0.7)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Assumed a large bowl of chicken porridge and generous, richer servings for baked brussels sprouts and scallop potatoes. Scallop potatoes' macros can vary widely."",""original_meals_text"":""I ate a bowl of chicken porridge with a hard boiled egg from Hainan Jones in Dekalb market with a small side of baked brussel sprouts and scallop potatoes  "",""source_log_timestamp"":""2025-11-24T18:47:48.551156+00:00"",""source_progress_log_id"":5}",4,2025-11-24,5,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-11-27 04:46:10.975982+00,unknown,550,"{""macros"":{""raw_string"":""P 25g / C 46g / F 30g (conf 0.95)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Standard McDonald's Big Mac."",""original_meals_text"":""I had big mac"",""source_log_timestamp"":""2025-11-27T04:46:10.786467+00:00"",""source_progress_log_id"":6}",5,2025-11-27,6,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-01 20:01:52.717181+00,unknown,640,"{""macros"":{""raw_string"":""P 28g / C 70g / F 33g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Assumes a large breakfast burrito with flour tortilla, 2 eggs, cheese, and potatoes. Does not include meat (e.g., bacon, sausage) or sauces, which would increase values."",""original_meals_text"":""I had a breakfast burrito"",""source_log_timestamp"":""2025-12-01T20:01:37.234464+00:00"",""source_progress_log_id"":7}",6,2025-12-01,7,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-02 14:45:14.763046+00,unknown,1250,"{""macros"":{""raw_string"":""P 44g / C 125g / F 75g (conf 0.7)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Assumes a typical large breakfast burrito with eggs, cheese, meat, and potatoes, and a standard slice of blueberry pie."",""original_meals_text"":""I had a breakfast burrito for dinner and a slice of blueberry pie"",""source_log_timestamp"":""2025-12-02T14:44:57.918808+00:00"",""source_progress_log_id"":8}",7,2025-12-02,8,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-02 16:51:58.348724+00,lunch,400,"{""macros"":{""raw_string"":""P 25g / C 30g / F 20g (conf 0.6)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""lunch"",""llm_date_phrase"":null,""estimation_notes"":""Assumes a standard plain beef burger (e.g., quarter-pound patty) with bun and basic condiments."",""original_meals_text"":""I ate a burger for lunch"",""source_log_timestamp"":""2025-12-02T16:51:41.820631+00:00"",""source_progress_log_id"":9}",8,2025-12-02,9,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-03 20:57:46.565797+00,unknown,650,"{""macros"":{""raw_string"":""P 30g / C 52g / F 36g (conf 0.9)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Assumes a standard fast-food style fried chicken sandwich with bun and minimal condiments."",""original_meals_text"":""I ate a fried chicken sandwich"",""source_log_timestamp"":""2025-12-03T20:57:28.767976+00:00"",""source_progress_log_id"":10}",9,2025-12-03,10,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-04 22:04:46.22276+00,unknown,650,"{""macros"":{""raw_string"":""P 45g / C 70g / F 25g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""llm_meal_type"":""unknown"",""llm_date_phrase"":null,""estimation_notes"":""Estimates based on a standard bowl with rice noodles (1.5 cups cooked), 3-4 oz lean pork, 4 fish balls, and some cooking oil."",""original_meals_text"":""I had a bowl of rice noodles with pork and fish balls"",""source_log_timestamp"":""2025-12-04T22:04:46.079754+00:00"",""source_progress_log_id"":11}",10,2025-12-04,11,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-04 22:54:21.845283+00,unknown,660,"{""macros"":{""raw_string"":""P 30g / C 72g / F 30g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Assumed average-sized pork and vegetable dumplings, pan-fried or boiled."",""original_meals_text"":""I had 12 dumplings"",""source_log_timestamp"":""2025-12-04T22:54:21.763512+00:00"",""source_progress_log_id"":12}",11,2025-12-04,12,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-04 23:09:12.051305+00,unknown,680,"{""macros"":{""raw_string"":""P 35g / C 40g / F 42g (conf 0.85)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Assumes a single-patty cheeseburger with bun and standard condiments."",""original_meals_text"":""I ate a burger"",""source_log_timestamp"":""2025-12-04T23:09:11.942588+00:00"",""source_progress_log_id"":13}",12,2025-12-04,13,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-05 13:47:18.300673+00,unknown,640,"{""macros"":{""raw_string"":""P 29g / C 85g / F 21g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Assumed typical restaurant serving of doenjang jjigae (soybean paste stew) and 1 cup of white rice."",""original_meals_text"":""dwenjang korean stew from kuun with white rice"",""source_log_timestamp"":""2025-12-05T13:46:58.160538+00:00"",""source_progress_log_id"":14}",13,2025-12-05,14,0,0,0
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-05 14:10:59.652233+00,unknown,650,"{""macros"":{""fat_g"":25,""carbs_g"":70,""protein_g"":45,""raw_string"":""P 45g / C 70g / F 25g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Assumes a generous bowl of beef dwengjang stew with tofu and vegetables, served with 1 cup cooked white rice."",""original_meals_text"":""beef dwengjang stew with rice"",""source_log_timestamp"":""2025-12-05T14:10:39.771347+00:00"",""source_progress_log_id"":16}",14,2025-12-05,16,45,25,70
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-06 17:21:46.728209+00,unknown,3850,"{""macros"":{""fat_g"":190,""carbs_g"":295,""protein_g"":193,""raw_string"":""P 193g / C 295g / F 190g (conf 0.6)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Estimates based on common restaurant and bakery serving sizes; portion sizes for 'small' items were interpreted generously."",""original_meals_text"":""In the morning, I had 3 cups of black coffee. At lunch, I had a small portion of left over sacha lamb and chinese steamed chicken and 8 steamed pork dumplings. I had a Brick Chicken with pickled cabbage and mashed sweet potato sides and small portions of hummus, lamb tartare, and pita appetizer from K'far in Williamsburg for dinner. then I got a hot chocolate and passion fruit cake from Martha's country bakery for dessert."",""source_log_timestamp"":""2025-12-06T17:21:46.519034+00:00"",""source_progress_log_id"":17}",15,2025-12-06,17,193,190,295
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-06 17:59:17.879652+00,unknown,580,"{""macros"":{""fat_g"":20,""carbs_g"":70,""protein_g"":30,""raw_string"":""P 30g / C 70g / F 20g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Assumed 2 medium-sized rouganbao with typical pork floss filling."",""original_meals_text"":""2 rouganbao for lunch"",""source_log_timestamp"":""2025-12-06T17:59:17.794868+00:00"",""source_progress_log_id"":18}",16,2025-12-06,18,30,20,70
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-08 15:34:50.730048+00,unknown,2170,"{""macros"":{""fat_g"":108,""carbs_g"":186,""protein_g"":103,""raw_string"":""P 103g / C 186g / F 108g (conf 0.75)""},""llm_method"":""health_interpretation_v1"",""estimation_notes"":""Estimates assume generous portions, especially for the restaurant curry and dinner items."",""original_meals_text"":""I had cured meats and cheeses with crackers and wine for dinner, and I had a bow of pork katsu curry from Chef Katsu for lunch"",""source_log_timestamp"":""2025-12-08T15:34:50.641644+00:00"",""source_progress_log_id"":19}",17,2025-12-08,19,103,108,186
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-09 20:19:31.140646+00,unknown,450,"{""confidence"":0.7,""llm_method"":""meal_estimation_v1"",""original_text"":""chicken tenders"",""estimation_notes"":""Assumed 4 breaded, fried chicken tenders, no sauce."",""source_log_timestamp"":""2025-12-09T20:19:31.140646+00:00"",""source_progress_log_id"":20}",1765311571140662,2025-12-09,20,28,25,30
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-09 21:19:08.17323+00,unknown,540,"{""confidence"":0.7,""llm_method"":""meal_estimation_v1"",""original_text"":""caesar salad"",""estimation_notes"":""Assumes standard entree size, traditional dressing, croutons, and parmesan cheese. No added protein like chicken."",""source_log_timestamp"":""2025-12-09T21:19:08.173230+00:00"",""source_progress_log_id"":20}",1765315148173242,2025-12-09,20,11,45,25
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-09 21:24:03.303838+00,unknown,770,"{""confidence"":0.95,""llm_method"":""meal_estimation_v1"",""original_text"":""double smash burger from shake shack"",""estimation_notes"":""Based on Shake Shack's official nutrition for a Double ShackBurger."",""source_log_timestamp"":""2025-12-09T21:24:03.303838+00:00"",""source_progress_log_id"":20}",1765315443303852,2025-12-09,20,47,51,31
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-10 20:53:42.605493+00,unknown,1150,"{""confidence"":0.6,""llm_method"":""meal_estimation_v1"",""original_text"":""burrito"",""estimation_notes"":""Assumes a large, common US-style burrito with meat, rice, beans, cheese, and some toppings."",""source_log_timestamp"":""2025-12-10T20:53:42.605493+00:00"",""source_progress_log_id"":21}",1765400022605504,2025-12-10,21,65,45,120
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-10 21:08:31.702756+00,unknown,600,"{""confidence"":0.6,""llm_method"":""meal_estimation_v1"",""original_text"":""chicken salad"",""estimation_notes"":""Generous serving of creamy chicken salad, excludes bread/crackers."",""source_log_timestamp"":""2025-12-10T21:08:31.702756+00:00"",""source_progress_log_id"":21}",1765400911702770,2025-12-10,21,45,45,5
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-10 22:27:13.165066+00,unknown,650,"{""confidence"":0.7,""llm_method"":""meal_estimation_v1"",""original_text"":""burger"",""estimation_notes"":""Estimate for a 6oz beef patty, bun, and basic condiments (ketchup)."",""source_log_timestamp"":""2025-12-10T22:27:13.165066+00:00"",""source_progress_log_id"":21}",1765405633165076,2025-12-10,21,37,41,35
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-11 20:34:00.358857+00,unknown,900,"{""confidence"":0.8,""llm_method"":""meal_estimation_v1"",""original_text"":""sausage egg and cheese with a hashbrown on an everything bagel"",""estimation_notes"":""Assumes a large everything bagel with a standard hashbrown."",""source_log_timestamp"":""2025-12-11T20:34:00.358857+00:00"",""source_progress_log_id"":22}",1765485240358873,2025-12-11,22,37,47,96
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-15 18:30:50.593209+00,unknown,460,"{""confidence"":0.75,""llm_method"":""meal_estimation_v1"",""original_text"":""2 rouganbao from bites of xian"",""estimation_notes"":""Estimate based on typical rouganbao (pork floss bun) size and ingredients; actual values may vary by restaurant recipe."",""source_log_timestamp"":""2025-12-15T18:30:50.593209+00:00"",""source_progress_log_id"":23}",1765823450593223,2025-12-15,23,22,22,70
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-16 19:52:15.528753+00,unknown,1250,"{""confidence"":0.75,""llm_method"":""meal_estimation_v1"",""original_text"":""quarter of a roast chicken with mash potatoes and green beans and half a burger and fries from Bijan in downtown brookly for lunch"",""estimation_notes"":""Assumed quarter chicken includes skin and dark meat, buttered mashed potatoes, and a medium serving of fries. Burger includes bun and basic condiments."",""source_log_timestamp"":""2025-12-16T19:52:15.528753+00:00"",""source_progress_log_id"":24}",1765914735528767,2025-12-16,24,65,70,105
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-11-27 04:46:10.786467+00,snack,550,"{""confidence"":null,""llm_method"":""meal_estimation_v1"",""original_text"":""I had big mac"",""estimation_notes"":null,""source_log_timestamp"":""2025-11-27T04:46:10.786467+00:00"",""source_progress_log_id"":6}",1765984014255071,2025-11-27,6,,,
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-04 22:04:46.079754+00,unknown,650,"{""confidence"":null,""llm_method"":""meal_estimation_v1"",""original_text"":""I had a bowl of rice noodles with pork and fish balls"",""estimation_notes"":""Estimates based on a standard bowl with rice noodles (1.5 cups cooked), 3-4 oz lean pork, 4 fish balls, and some cooking oil."",""source_log_timestamp"":""2025-12-04T22:04:46.079754+00:00"",""source_progress_log_id"":11}",1766173827554962,2025-12-04,11,,,
c3650a98-16ba-4c06-9811-a6b994d5726e,2025-12-03 20:57:28.767976+00,unknown,650,"{""confidence"":null,""llm_method"":""meal_estimation_v1"",""original_text"":""I ate a fried chicken sandwich"",""estimation_notes"":""Assumes a standard fast-food style fried chicken sandwich with bun and minimal condiments."",""source_log_timestamp"":""2025-12-03T20:57:28.767976+00:00"",""source_progress_log_id"":10}",1767398803502039,2025-12-03,10,30,36,
c3650a98-16ba-4c06-9811-a6b994d5726e,2026-01-03 00:07:38.211944+00,unknown,860,"{""confidence"":0.65,""llm_method"":""meal_estimation_v1"",""original_text"":""Eating traditional taiwanese food"",""estimation_notes"":""Estimate assumes a substantial meal including common items like braised pork rice (Lu Rou Fan) and a pork belly bun (Gua Bao)."",""source_log_timestamp"":""2026-01-03T00:07:38.211944+00:00"",""source_progress_log_id"":26}",1767398858211960,2026-01-03,26,36,42,91
